title,domain_id
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
moto e7 32 gb azul aqua 2 gb ram,0
quantum five dual sim 32 gb oro 512 mb ram,0
samsung galaxy a32 128 gb awesome black 4 gb ram,0
nokia 24 m 64 gb carbon 3 gb ram,0
kodak smartway l1 pro dual sim 16 gb gris oscuro 1 gb ram,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
quantum five dual sim 32 gb oro 512 mb ram,0
samsung galaxy a32 128 gb awesome black 4 gb ram,0
nokia 24 m 64 gb carbon 3 gb ram,0
kodak smartway l1 pro dual sim 16 gb gris oscuro 1 gb ram,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
samsung galaxy a72 128 gb awesome black 6 gb ram,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
samsung galaxy a03s 64gb 4gb,0
samsung galaxy a32 128 gb awesome black 4 gb ram,0
nokia 24 m 64 gb carbon 3 gb ram,0
kodak smartway l1 pro dual sim 16 gb gris oscuro 1 gb ram,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
samsung galaxy a03s 64gb 4gb,0
lg k62 128 gb sky blue 4 gb ram,0
nokia 24 m 64 gb carbon 3 gb ram,0
kodak smartway l1 pro dual sim 16 gb gris oscuro 1 gb ram,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
samsung galaxy a03s 64gb 4gb,0
lg k62 128 gb sky blue 4 gb ram,0
celular liberado motorola moto e7i power 32gb rojo gtia pc,0
kodak smartway l1 pro dual sim 16 gb gris oscuro 1 gb ram,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
samsung galaxy a03s 64gb 4gb,0
lg k62 128 gb sky blue 4 gb ram,0
celular liberado motorola moto e7i power 32gb rojo gtia pc,0
samsung galaxy s20 fan edition,0
moto g20 128 gb azul cielo 4 gb ram,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
samsung galaxy a72 128 gb awesome black 6 gb ram,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
tcl 20 se 128 gb aurora green 4 gb ram,0
moto g100 128 gb azul nimbus 8 gb ram,0
lg k40s 32 gb aurora black 2 gb ram,0
samsung galaxy a12 128 gb negro 4 gb ram,0
tcl l10  32 gb power gray 3 gb ram,0
cat b26 dual sim 8 mb negro 8 mb ram,0
samsung galaxy s21 ultra 5g 256 gb phantom silver 12 gb ram,0
quantum five dual sim 16 gb gris 512 mb ram,0
alcatel 1v plus 32 gb negro 2 gb ram,0
tcl 20 e 64 gb elegant black 3 gb ram,0
alcatel 1 16 gb negro metalico 1 gb ram,0
xiaomi pocophone poco x3 pro dual sim 128 gb negro fantasma 6 gb ram,0
lg k22 32 gb titan 2 gb ram,0
celular samsung galaxy a32 4gb ram 128gb mem int,0
samsung libre galaxy a01 core,0
nokia 24 m 64gb 3gb gris   exclusivo mercado libre,0
lg k52 64 gb 4 gb ram,0
samsung galaxy a03s 64gb 4gb,0
lg k62 128 gb sky blue 4 gb ram,0
celular liberado motorola moto e7i power 32gb rojo gtia pc,0
samsung galaxy s20 fan edition,0
motorola e7 rosa coral 32gb 2gb,0
zte blade a3 2020 32 gb negro 1 gb ram,0
lg k22  64 gb titan 3 gb ram,0
lg k61 128 gb titanio 4 gb ram,0
lg k41s 32 gb titanio 3 gb ram,0
kodak smartway f1 dual sim 64 gb azul rosa 4 gb ram,0
samsung galaxy a03s 64 gb negro 4 gb ram,0
nokia 1 3 16 gb carbon 1 gb ram,0
lg k52  48 mpx  64 gb blue 4 gb ram,0
xiaomi redmi note 10s dual sim 128 gb blanco piedra 6 gb ram,0
energizer energy e10  dual sim 32 mb negro 32 mb ram,0
celular libre alcatel 1l open 32 2gb negro techcel nuevo,0
lg k62 128 gb sky blue 4 gb ram,0
moto e7i power 32 gb azul 2 gb ram,0
motorola edge 20 lite gris 128gb 6gb ram,0
lg k42 64 gb gray 3 gb ram,0
motorola edge 20 pro azul midnight,0
tcl l10 lite 32 gb power grey 2 gb ram,0
quantum up32 dual sim 32 gb rojo 1 gb ram,0
samsung galaxy m12  5000 mah  dual sim 128 gb black 4 gb ram,0
philco p241 dual sim 512 mb negro 256 mb ram,0
quantum yolo dual sim 32 gb negro 1 gb ram,0
samsung galaxy s20 fe 128 gb cloud navy 6 gb ram,0
sansei s191 dual sim 3 mb negro rojo 4 mb ram,0
lg k51s 64 gb titan 3 gb ram,0
kodak smartway l2 dual sim 16 gb violeta 2 gb ram,0
tcl 10 se 128 gb polar night 4 gb ram,0
samsung galaxy a72 128 gb awesome blue 6 gb ram,0
